"
PLS_Infrastructure / נתוני תשתיות פריט 3
Organization Code Parameter: 'PLS', Item Number Parameter: '02%'"

"ORG","Item Number","ENG Description","HEB Description","Status Code","Lifecycle Phase","Make / Buy","Unit Weight","Marketing Package","Pack Qty"
"PLS","02104038","HANGER  ROD-TURKEY DRINKER.","מתלה לשוקת  הודים V.","Active","Production","Make",0.0459,"MAS",350
"PLS","02104039","MECHANISM SPRING COMPACT-TURKEY DRINKER","קפיץ נירוסטה להודים V","Active","Production","Buy",0.0114,"MAS",4200
"PLS","02104040","NOT ACTIVE- MECHANISM TURKEY DRINKER WITHOUT HANGER","NOT ACTIVE-- מנגנון לשוק.הוד.ללא מתלה","Inactive","Retirement","Make","","MAS",150
"PLS","02104041","NOT ACTIVE- S/S SPRING-TURKEY DRINKER (STRENGTH 1.5)","NOT ACTIVE-- .קפיץ נירוסטה להודים(חוזק1.5*)","Inactive","Retirement","Buy",0.021,"",0
"PLS","02104051","MECHANISM  TURKEY DRINKER - BASIC","מנגנון שוקת  הודים בסיסי","Active","Production","Make",0.089,"MAS",200
"PLS","02104060","NOT ACTIVE-MECHANISM TURKEY DRINKER - BRAZIL","NOT ACTIVE-מנגנון ש הודים לברזיל","Inactive","Retirement","Make",0.210968,"MAS",0
"PLS","02104109","NOT ACTIVE- COMPACT TURKEY DRINKER - ASS.9 COM","NOT ACTIVE-- שוקת הודים קומ. הרכב 9","Inactive","Retirement","Make",1.7,"",0
"PLS","02104111","COMPACT TURKEY DRINKER W/O BOTTLE - PERU","שוקת הודים קומפקט 5 פרו ללא בקבוק קומ","Active","Production","Make",0.841968,"5DC",10
"PLS","02104113","NOT ACTIVE-TURKEY DRINKER - BRAZIL","NOT ACTIVE-שוקת הודים קומ לברזיל","Inactive","Retirement","Make",1.009,"TCA",10
"PLS","02104300","NOT ACTIVE-TURKEY DRINKER WITHOUT FLEX/UNION","NOT ACTIVE-שוקת הודים קומ ללא צ/ר","Inactive","Retirement","Make",1.05,"TCA",10
"PLS","02104350","TURKEY DRINKER WITHOUT BOTTLE","שוקת הודים קומפלט ללא בקבוק","Active","Production","Make",1.414,"TCA",10
"PLS","02104351","TURKEY DRINKER + FLEX (USA)","שוקת הודים (ארה""ב) קומ","Inactive","Retirement","Make",1.2,"TCA",10
"PLS","02106000","COMPACT BREEDER DRINKER MK6 COM","שוקת רביה 6 קומ.","Active","Production","Make",1.6,"6DC",10
"PLS","02106009","NOT ACTIVE- BREEDER DRINKER MK6 WITHOUT FLEX/CORD","NOT ACTIVE-- שוקת רביה 6ללא צנור וחוט קומ","Inactive","Retirement","Make",1.1,"",0
"PLS","02106010","NOT ACTIVE- BREEDER DRINKER MK6 - ECUADOR","NOT ACTIVE-- שוקת רביה 6 אקוודור קומ","Inactive","Retirement","Make",1.6,"",0
"PLS","02106011","BREEDER DRINKER WITHOUT B.BOTTLE-PERU","שוקת רביה 6 לפרו ללא בקבוק קומ","Active","Production","Make",0.771968,"6DC",20
"PLS","02106030","MECHANISM BREEDER DRINKER MK6","מנגנון שוקת רביה 6","Active","Production","Make",0.13,"MAS",100
"PLS","02106033","BALLAST BOTTLE - BREEDER DRINKER 6","בקבוק מנופח לשוקת רביה 6","Active","Production","Buy",0.38,"2DC",24
"PLS","02106034","BELL -  BREEDER DRINKER 6","פעמון לשוקת רביה 6","Active","Production","Make",0.553,"6DC",20
"PLS","02106039","S/S SPRING -  BREEDER DRINKER 6",".קפיץ נירוסטה לשוקת  רביה 6","Active","Production","Buy",0.006,"MAS",3600
"PLS","02106200","NOT ACTIVE-COMPACT BREEDER DRINKER 6 W/O FLEX COM.","NOT ACTIVE-שוקת רביה 6  ללא צנור קומ.","Inactive","Retirement","Make",1.1,"6DC",10
"PLS","02106201","NOT ACTIVE-COMPACT BREEDER DRINKER 6 W/O FLEX COM.(SA)","NOT ACTIVE-שוקת רביה 6 ללא צנור(ד.א.)קומ.","Inactive","Retirement","Make",1.319,"6DC",10
"PLS","02140000","NOT ACTIVE-BROILER DRINKER- ASS.1.","NOT ACTIVE-שוקת פטימים קומ הרכב 1","Inactive","Retirement","Make",1.104,"2DC",0
"PLS","02140001","COMPLETE MECHANISM FOR BROILER DRINKER","מנגנון קומ לש. פטימים","Active","Production","Make",0.1441,"MAS",100
"PLS","02140003","BALLAST BOTTLE- BROILER + TURKEY DRINKER",".בק' מיצב לש.פטימים ניפוח","Active","Production","Buy",0.3,"2DC",30
"PLS","02140004","BELL FOR BROILER DRINKER","פעמון לשוקת פטימים","Active","Production","Make",0.464,"2DC",30
"PLS","02140007","HANGER ROD FOR BROILER DRINKER","מוט תליה לש.פטימים","Active","Production","Make",0.02664,"MAS",500
"PLS","02140008","HANGER  BALLAST NUT FOR BROILER DRINKER.","רקורד הבקבוק  לש.פטימים.","Active","Production","Make",0.0168,"MAS",800
"PLS","02140009","WATER LEVEL ADJUSTER FOR BROILER DRINKER.","אום כיוון לפטימים.","Active","Production","Make",0.00935,"MAS",1200
"PLS","02140010","NOT ACTIVE- BROILER DRINKER HANGER ROD+NUT","NOT ACTIVE-- מוט תליה+רקורד בקבוק","Inactive","Retirement","Make",0.088,"",0
"PLS","02140011","MECHANISM LOCK COLLAR FOR BROILER DRINKER.","רקורד המנגנון לש.פטימים.","Active","Production","Make",0.02056,"MAS",400
"PLS","02140012","MECHANISM TOP FOR BROILER DRINKER.","מכסה כניסה לש.פטימים","Active","Production","Make",0.02591,"MAS",400
"PLS","02140013","MECHANISM BODY FOR BROILER DRINKER.","כוסית יציאה לש.פטימים","Active","Production","Make",0.03719,"MAS",250
"PLS","02140014","DOWN SPOUT FOR BROILER DRINKER","מגן יציאת מים לש. פטימים","Active","Production","Make",0.002125,"MAS",5000
"PLS","021400141","NOT ACTIVE-(REPLACED BY 02140014)DOWN SPOUT FOR BROILER DRINKER INJECTED PACKED","NOT ACTIVE-מגן יציאת מים לש. פטימים מוזרק לא ארוז ()","Inactive","Retirement","Make",0.0024,"",0
"PLS","02140015","WASHER SUPPORT FOR BROILER DRINKER.","תושבת האטם לש.פטימים","Active","Production","Make",0.01576,"MAS",700
"PLS","02140016","S/S SPRING FOR BROILER DRINKER (1.4)",".קפיץ לשוקת פטימים  (1.4)","Active","Production","Buy",0.007,"MAS",4200
"PLS","02140017","WASHER FOR BROILER DRINKER P12",".אטם לשוקת פטימים P12","Active","Production","Buy",0.006,"MAS",4000
"PLS","02140018","HANDLE HOOK FOR BROILER DRINKER","וו תליה לשוקת פטימים","Active","Production","Make",0.00678,"MAS",4000
"PLS","021400181","NOT ACTIVE-(REPLACED BY 02140018)HANDLE HOOK FOR BROILER DRINKER INJECTED PACKED","NOT ACTIVE-וו תליה לשוקת פטימים מוזרק לא ארוז ()","Inactive","Retirement","Make",0.0068,"",0
"PLS","02140019","SILICONE WASHER FOR BROILER DRINKER        ",".אטם סיליקון לשוקת פטימים","Active","Production","Buy",0.0074,"MAS",4000
"PLS","02140050","NOT ACTIVE-COMPONENTS 1 - BROILER DRINKER (ISRAEL)","NOT ACTIVE-מכל'תוספת 1 לש.פטימים(ארץ)","Inactive","Retirement","Make","","MAS",0
"PLS","02140055","COMPONENTS 5 - BROILER DRINKER(S.AFRICA)","מכל'תוספת 5 לש.פטימים(דרא""פ)","Active","Production","Make",0.779968,"MAS",240
"PLS","02140056","NOT ACTIVE-COMPONENTS 6 - BROILER DRINKER (USA)","NOT ACTIVE-מכל'תוספת 6 לש.פטימים(ארה""ב)","Inactive","Retirement","Make",0.058968,"MAS",240
"PLS","02140057","NOT ACTIVE- COMPONENTS-BROILER DR.(C)","NOT ACTIVE-- מכלול תוספות צ'ילה.","Inactive","Retirement","Make","","MAS",150
"PLS","02140060","NOT ACTIVE- COMPONENTS 10 - BROILER DRINKER","NOT ACTIVE-- מכל'תוספת 10 לש.פטימים","Inactive","Retirement","Make","","",0
"PLS","02140061","NOT ACTIVE- COMPONENTS BROILER DRINKER -VENEZUELA","NOT ACTIVE-- מכל'תוספת ונצואלה","Inactive","Retirement","Make",0.061,"MAS",200
"PLS","02140062","NOT ACTIVE- COMPONENTS BROILER DRINKER -VENEZUELA B","NOT ACTIVE-- מכל' תוספת ונצואלה ב'","Inactive","Retirement","Make",0.061,"MAS",200
"PLS","02140063","NOT ACTIVE- COMPONENTS BROILER DRINKER - ECUADOR","NOT ACTIVE-- מכל' תוספת ש.פטימים אקוודור","Inactive","Retirement","Make",0.779,"",0
"PLS","02140064","NOT ACTIVE-COMPONENTS BROILER DRINKER - PERU","NOT ACTIVE-מכל'תוספת ש.פטימים לפרו","Inactive","Retirement","Make",0.091968,"MAS",200
"PLS","02140104","NOT ACTIVE- BROILER DRINKER WITHOUT FLEX/CORD - ASSEM.4","NOT ACTIVE-- שוקת פטימים קומ הרכב 4","Inactive","Retirement","Make",1.075,"2DC",20
"PLS","02140105","NOT ACTIVE- BROILER DRINKER COM.","NOT ACTIVE-- שוקת פטימים קומ צ'ילה","Inactive","Retirement","Make",1.088,"",0
"PLS","02140110","NOT ACTIVE-BROILER DRINKER COM. - ASSEM.10","NOT ACTIVE-שוקת פטימים קומ הרכב 10","Inactive","Retirement","Make",1.044968,"2DC",0
"PLS","02140120","NOT ACTIVE- BROILER DRINKER COM. (AVICAMPO- A)","NOT ACTIVE-- שוקת פטימים ונצואלה","Inactive","Retirement","Make",0.662,"",0
"PLS","02140121","NOT ACTIVE- BROILER DRINKER COM. (AVICAMPO- B)","NOT ACTIVE-- שוקת פטימים ונצואלה ב'","Inactive","Retirement","Make","","",0
"PLS","02140122","NOT ACTIVE- BROILER DRINKER COM.- PERU","NOT ACTIVE-- שוקת פטימים פרו","Inactive","Retirement","Make","","",0
"PLS","02140125","NOT ACTIVE- BROILER DRINKER - PERU WITHOUT B.BOTTLE","NOT ACTIVE-- שוקת פטימים פרו ללא בקבוק","Inactive","Retirement","Make","","",0
"PLS","02140400","BROILER DRINKER WITHOUT UNION/FLEX","שוקת פטימים קומ ללא צ/ר","Inactive","Retirement","Make",0.899,"2DC",0
"PLS","02140401","BROILER DRINKER DP WITH TUBE+CORD","שוקת פטימים DP עם צינור וחוט","Active","Production","Buy","","",0
"PLS","02140450","BROILER DRINKER+ FLEX","שוקת פטימים קומ הרכב מלא","Active","Production","Make",1.031,"2DC",20
"PLS","02140451","NOT ACTIVE- BROILER DRINKER WITHOUT NYLON CORD","NOT ACTIVE-- שוקת פטימים בלי חוט נילון קומ","Inactive","Retirement","Make","","2DC",0
"PLS","02140452","NOT ACTIVE- BROILER DRINKER COM.- ECUADOR","NOT ACTIVE-- שוקת פטימים אקוודור קומ","Inactive","Retirement","Make",1.1,"",0
"PLS","02204001","SQUARE PIPE 22 UNPERFORATED 5000","צינור מרובע 22 גולמי 5000","Active","Production","Buy","","",0
"PLS","02204002","SQUARE PIPE 22 UNPERFORATED 2000","צינור מרובע 22 גולמי 2000","Active","Production","Buy","","",0
"PLS","02204003","SQUARE PIPE 22 UNPERFORATED 3000","צינור מרובע 22 גולמי 3000","Active","Production","Buy","","",0
"PLS","02204004","SQUARE PIPE 22 UNPERFORATED 4000","צינור מרובע 22 גולמי 4000","Active","Production","Buy","","",0
"PLS","02204089","FLEXIBLE HOSE  CLAMP 1/2""","חבק לצינור גמיש ""1/2","Inactive","Retirement","Buy","","",0
"PLS","02204090","MAIN LINE ACESSORIES FOR 01 LINE KIT.","ערכת קו מים ראשי,1קו חלוקה.","Inactive","Retirement","Buy","","",0
"PLS","02204091","MAIN LINE ACESSORIES FOR 02 LINE KIT.","ערכת קו מים ראשי,2קווי חלוקה.","Inactive","Retirement","Buy","","",0
"PLS","02204092","MAIN LINE ACESSORIES FOR 03 LINE KIT.","ערכת קו מים ראשי,3קווי חלוקה.","Inactive","Retirement","Buy","","",0
"PLS","02204093","MAIN LINE ACESSORIES FOR 04 LINE KIT.","ערכת קו מים  ראשי ,4קווי חלוקה.","Inactive","Retirement","Buy","","",0
"PLS","02204094","MAIN LINE ACESSORIES FOR 05 LINE KIT.","ערכת קו מים  ראשי ,5קווי חלוקה.","Inactive","Retirement","Buy","","",0
"PLS","02204095","MAIN LINE ACESSORIES FOR 06 LINE KIT.","ערכת קו מים  ראשי, 6קווי חלוקה.","Inactive","Retirement","Buy",0.014,"",0
"PLS","02204096","MAIN LINE ACESSORIES FOR 07 LINE KIT.","ערכת קו מים ראשי,7קווי חלוקה.","Inactive","Retirement","Buy","","",0
"PLS","02204097","MAIN LINE ACESSORIES FOR 08 LINE KIT.","ערכת קו מים  ראשי ,8קווי חלוקה.","Inactive","Retirement","Buy","","",0
"PLS","02204098","MAIN LINE ACESSORIES FOR 09 LINE KIT.","ערכת קו מים  ראשי ,9קווי חלוקה.","Inactive","Retirement","Buy","","",0
"PLS","02204099","MAIN LINE ACESSORIES FOR 10 LINE KIT.","ערכת קו מים  ראשי ,10קווי חלוקה.","Inactive","Retirement","Buy","","",0
"PLS","02204146","WOD PRO SET","ערכת וויסות מרכזי פרו","Active","Production","Make","","",0
"PLS","02204147","WATER ON DEMAND PRO PP","ערכת וויסות מרכזי פרו (PP)","Active","Production","Make","","",0
"PLS","02204148","WATER ON DEMAND PRO BASIC","מערכת וויסות מרכזי פרו בסיסי","Active","Production","Make","","MAS",0
"PLS","02204149","V TROUGH FOR LAYER CAGES 5000","תעלת מים לסוללות 5000","Active","Production","Buy","","",0
"PLS","02205000","GREY NIPPLE WITH TRAY","ניפל אפור עם מגש קומ","Active","Production","Make",0.038,"MAS",300
"PLS","02205001","TRAY FOR NIPPLE.","מגש לניפל","Active","Production","Make",0.021392,"MAS",320
"PLS","022050011","NOT ACTIVE-TRAY FOR NIPPLE PACKED- !!!!!","NOT ACTIVE-מגש לניפל בתפזורת-","Inactive","Retirement","Make",0.024,"MAS",0
"PLS","02205001D","TRAY FOR NIPPLE D","מגש לניפל D","Active","Production","Make",0.021392,"MAS",320
"PLS","02205002","NOT ACTIVE- RED NIPPLE WITHOUT TRAY","NOT ACTIVE-- ניפל אדום בלי מגש קומ","Inactive","Retirement","Make",0.015,"MAS",1600
"PLS","022050021","NOT ACTIVE-REPALCED BY 02205002 RED NIPPLE W/O TRAY(PACKED)","NOT ACTIVE-ניפל אדום בלי מגש קומ. לא ארוז  הפך ל 02205002","Inactive","Retirement","Make",0.014,"MAS",0
"PLS","02205003","ORANGE NIPPLE DIV.REDUCED","ניפל כתום מופחת  דייברסיפיד","Active","Production","Make",0.015,"MAS",1600
"PLS","022050031","NOT ACTIVE-REPLACED BY 02205003 ORANG NIPPLE DIV.REDUCED PACKED","NOT ACTIVE-ניפל כתום מופחת דייברסיפיד לא ארוז  הפך ל 02205003","Inactive","Retirement","Make","","",0
"PLS","02205004","PRESSURE REGULATOR 0-250 MBAR BACKING PLATE- GROOVED","צלחת תמיכה לדיאפרגמה ווסת 0-250 מיליבר- חרוטה","Active","Production","Make",0.04047,"MAS",120
"PLS","02205005","PRESSURE REGULATOR 0-300 MBAR DIAPHRAGM SUPPORT","תומך דיאפרגמה לווסת 0-300 מיליבר","Active","Production","Make",0.09664,"MAS",1000
"PLS","02205006","WATER CONTROL PANEL 32MM W/ 1"" WATER METER COM.","ראש בית 32 מ""מ עם מד מים ""1 קומ.","Active","Production","Make","","MAS",0
"PLS","02205007","GREY NIPPLE W/O TRAY","ניפל אפור בלי מגש קומ","Active","Production","Make",0.014,"MAS",1600
"PLS","022050071","NOT ACTIVE-REPLACED BY 02205007 GREY NIPPLE W/O TRAY(PACKED)","NOT ACTIVE-ניפל אפור בלי מגש קומ. לא ארוז  הפך ל 02205007","Inactive","Retirement","Make",0.014,"MAS",0
"PLS","02205007D","GREY NIPPLE FOR BROILER D","ניפל אפור לפטם D","Active","Production","Make",0.014,"MAS",1600
"PLS","02205008","NOT ACTIVE-DARK GREY NIPPLE W/O TRAY","NOT ACTIVE- - ניפל אפור כהה בלי מגש קומ","Inactive","Retirement","Make",0.014,"MAS",1600
"PLS","022050081","NOT ACTIVE-REPLACED BY 02205008 DARK GREY NIPPLE W/O TRAY(PACKED)","NOT ACTIVE-ניפל אפור כהה בלי מגש קומ. לא ארוז  הפך ל 02205008","Inactive","Retirement","Make",0.014,"MAS",0
"PLS","02205009","ORANGE NIPPLE WITHOUT TRAY","ניפל כתום בלי מגש קומ","Active","Production","Make",0.014,"MAS",1600
"PLS","022050091","NOT ACTIVE-REPLACED BY 02205009 ORANGE NIPPLE W/O TRAY(PACKED)","NOT ACTIVE-ניפל כתום בלי מגש קומ. לא ארוז  הפך ל 02205009.","Inactive","Retirement","Make",0.014,"MAS",0
"PLS","02205010","NOT ACTIVE-DARK GREY NIPPLE WITH TRAY","NOT ACTIVE- -ניפל אפור כהה עם מגש קומ","Inactive","Retirement","Make",0.039,"MAS",300
"PLS","02205011","GREY NIPPLE A W/O TRAY","ניפל אפור A בלי מגש קומ","Active","Production","Make",0.015,"MAS",1600
"PLS","02205012","PLASSON BREEDER NIPPLE BROWN","ניפל רבייה חום","Active","Production","Make",0.015,"MAS",1600
"PLS","02205013","NOT ACTIVE-MAROON NIPPLE WITH TRAY","NOT ACTIVE-- ניפל בורדו עם מגש קומ","Inactive","Retirement","Make",0.0385,"MAS",300
"PLS","02205014","SLOPE REGULATOR 30 CM WITH LONG ALUMINUM CONNECTOR COM","שובר לחץ 30 ס""מ עם מגשר ארוך קומ.","Active","Production","Make","","",0
"PLS","02205015","NOT ACTIVE- CAGE PIPE SUPPORT 35","NOT ACTIVE-- .תומך צנור לניפל סוללה35","Inactive","Retirement","Buy","","",0
"PLS","02205016","NOT ACTIVE- CAGE NIPPLE  PIPE  CONNECTOR","NOT ACTIVE-- תפש צנור לניפל  סוללות","Inactive","Retirement","Buy","","",0
"PLS","02205017","NOT ACTIVE-  NIPPLE  SNAP  ON ADAPTOR","NOT ACTIVE-- תפש  מחבר לניפל סוללות","Inactive","Retirement","Buy","","",0
"PLS","02205018","CAGE PIPE SUPPORT 59",".תומך צנור לניפל סוללה59","Active","Production","Buy","","",0
"PLS","02205019","CAGE PIPE SUPPORT 76",".תומך צנור לניפל סוללה76","Active","Production","Buy","","",0
"PLS","02205020","NOT ACTIVE-HD ALUMINIUM PROFILE 3M FOR TUBE 25","NOT ACTIVE--פרופיל אלומיניום מחוזק לצינור 25 3מ'","Inactive","Retirement","Buy",0.087,"",0
"PLS","02205021","NOT ACTIVE- GAL PROFILE SHORT CONNECTOR","NOT ACTIVE-- מגשר מגולוון קצר לפרופיל אלומיניום","Inactive","Retirement","Buy",0.087,"",0
"PLS","02205022","NOT ACTIVE-HD GAL CONNECTOR PIECE FOR PRESSURE REGULATOR ","NOT ACTIVE--מגשר מגולוון לווסת לחץ","Inactive","Retirement","Buy",0.087,"",0
"PLS","02205023","NOT ACTIVE-HD GAL CONNECTOR FOR END LINE KIT                   ","NOT ACTIVE--מגשר מגולוון לסוף קו","Inactive","Retirement","Buy",0.087,"",0
"PLS","02205024","NOT ACTIVE-HD GAL SPACER FOR END LINE KIT                                                    ","NOT ACTIVE--פחית מרווח מגולוונת למגשר סוף קו","Inactive","Retirement","Buy",0.087,"",0
"PLS","02205025","NOT ACTIVE- GAL CONNECTOR PIECE FOR SLOPE REGULATOR","NOT ACTIVE-- מגשר מגולוון פרופיל רגיל לשובר לחץ","Inactive","Retirement","Buy",0.087,"",0
"PLS","02205026","NOT ACTIVE-HD GAL CONNECTOR PIECE FOR SLOPE REGULATOR","NOT ACTIVE--מגשר מגולוון פרופיל מחוזק לשובר לחץ","Inactive","Retirement","Buy",0.087,"",0
"PLS","02205027","NOT ACTIVE-HD 25mm PVC PIPE - END LINE KIT (75mm LENGHT","NOT ACTIVE--צינור פי.וי.סי 25 ממ  למגשר סוף קו (אורך 75 ממ)","Inactive","Retirement","Buy",0.087,"",0
"PLS","02205028","NOT ACTIVE-HD-ALUMINUM-PROFILE-25MM-PLUG.","NOT ACTIVE--פקק לצינור אלומיניום מחוזק 25 ממ","Inactive","Retirement","Make","","",0
"PLS","02205029","NOT ACTIVE-HD GAL CONNECTOR FOR MID LINE PRESSURE REGULATOR         ","NOT ACTIVE--מגשר מגולוון פרופיל מחוזק לווסת לחץ אמצע קו","Inactive","Retirement","Buy","","",0
"PLS","02205030","SS CONNECTOR FOR LINE HEAD PRESSURE REGULATOR","מגשר נירוסטה לווסת לחץ ראש קו","Active","Production","Buy",0.118,"MAS",500
"PLS","02205031","NOT ACTIVE- GAL PROFILE LONG CONNECTOR          ","NOT ACTIVE-- מגשר מגולוון ארוך לפרופיל אלומיניום","Inactive","Retirement","Buy",0.085,"HVM",0
"PLS","02205032","SS CONNECTOR FOR MID LINE PRESSURE REGULATOR           ","מגשר נירוסטה לווסת לחץ אמצע קו","Active","Production","Buy",0.141,"HVM",180
"PLS","02205033","NOT ACTIVE-HD ALUMINUM PROFILE 2.94M FOR 25MM TUBE (EXTERNAL CONNECTOR)","NOT ACTIVE--פרופיל אלומיניום מחוזק 2.94 מטר לצינור 25 ממ (מחבר חיצוני)","Inactive","Retirement","Buy","","",0
"PLS","02205034","NOT ACTIVE-HD ROTATION PREVENTING PIECE FOR SLOPE REGULATOR","NOT ACTIVE--מונע סיבוב לשובר לחץ (פרופיל אלומיניום מחוזק)","Inactive","Retirement","Buy","","",0
"PLS","02205035","EXTERNAL CONNECTOR FOR 25 MM PVC PIPE COM.","מחבר חיצוני לצינור פי.וי.סי 25 מ""מ  קומ","Active","Production","Make",0.024,"MAS",600
"PLS","022050351","NOT ACTIVE-EXTERNAL CONNECTOR FOR 25 MM PVC PIPE ENGRAVED","NOT ACTIVE-מחבר חיצוני לצינור פי.וי.סי 25 מ""מ חרוט ","Inactive","Retirement","Make",0.0263,"",0
"PLS","022050357","EXTERNAL CONNECTOR FOR 25 MM PVC PIPE INJECTED","מחבר חיצוני לצינור פי.וי.סי 25 מ""מ מוזרק","Active","Production","Make",0.0237,"",0
"PLS","02205036","NOT ACTIVE- GAL CONNECTOR FOR LINE HEAD PRESSURE REGULATOR","NOT ACTIVE-- מגשר מגלוון לווסת לחץ ראש קו","Inactive","Retirement","Buy","","",0
"PLS","02205037","NOT ACTIVE- GAL CONNECTOR FOR MID HOUSE PRESSURE REGULATOR","NOT ACTIVE-- מגשר מגלוון לווסת לחץ  אמצע קו","Inactive","Retirement","Buy","","",0
"PLS","02205038","S/S BODY B VER 9 FOR NIPPLE","גוף B ורסיה 9 לניפל","Active","Production","Buy","","MAS",0
"PLS","02205039","S/S BODY A VER 9 FOR NIPPLE","גוף A ורסיה 9 לניפל","Active","Production","Buy","","MAS",0
"PLS","02205040","YELLOW NIPPLE FOR BROILER","ניפל צהוב לפטם","Active","Production","Make",0.015,"MAS",1600
"PLS","02205041","ORANGE NIPPLE FOR BROILER","ניפל כתום לפטם","Active","Production","Make",0.015,"MAS",1600
