"
PLS_BOM_Reports / BOM components 2
Organization Code Parameter: 'PLS, MST', Assembly Item Parameter: '02%'"

"Assembly Number","Assembly Description","Assembly Hebrew Description","Assembly Status Code","ORG","Bom Name","Component Number","Component Description","Component Hebrew Description","Component Status Code","Component Quantity"
"","","","","","","02310050","ELECTRIC CABLE 2 X 0.75MM FLEXIBLE","כבל חשמל 2X0.75MM גמיש","Active",2
"","","","","","","02360459","FEMALE ELECTRICAL CONECTOR 22-16AWG INSULATED W=6,7MM RED","FEMALE ELECTRICAL CONECTOR 22-16AWG INSULATED W=6,7MM RED","Active",1
"02383390","RSC-2 BIRD SCALE PLATFORM (ROTEM P-RBS-2-30M)","פלטרפורמת ריצפה לשקילת עופות (ROTEM P-RBS-2-30M)","Active","MST","Primary","02383401","BIRD SCALE P-RBS-1""-V2","משקל עופות P-RBS-1-V2","Active",1
"","","","","","","02383413","SCALE CENTER CONTROLLER (ROTEM P-RSC-2-C-V2)","בקר שקילה מרכזי  (ROTEM P-RSC-2-C-V2)","Active",1
"02383391","RSC-2 TURKEY SCALE PLATFORM (ROTEM P-RBS-2T-30M)","פלטרפורמת ריצפה לשקילת הודים (ROTEM P-RBS-2T-30M)","Active","MST","Primary","02383395","FLOOR TURKEY BIRD SCALE P-RBS-1T","משקל רצפה להודיםP-RBS-1T","Active",1
"","","","","","","02383413","SCALE CENTER CONTROLLER (ROTEM P-RSC-2-C-V2)","בקר שקילה מרכזי  (ROTEM P-RSC-2-C-V2)","Active",1
"02383396","NOT ACTIVE- HANGTURKEY BIRD SCALE DOUBLP-RSC-2TH-D C","NOT ACTIVE-- משקל עופות(הודים תלוי)כפולP-RSC-2TH-Dקו","Inactive","MST","Primary","02383412","RSC-2 TURKEY SCALE HANGING PLATFORM (ROTEM P-RBS-2TH-30M)","פלטרפורמה תלויה לשקילת הודים (ROTEM P-RBS-2TH-30M)","Active",2
"","","","","","","02383413","SCALE CENTER CONTROLLER (ROTEM P-RSC-2-C-V2)","בקר שקילה מרכזי  (ROTEM P-RSC-2-C-V2)","Active",1
"02383397","NOT ACTIVE- HANGING BIRD SCALE DOUBLE P-RSC-2H-D COM","NOT ACTIVE-- משקל עופות תלוי כפולP-RSC-2H-Dקומ","Inactive","MST","Primary","02383411","HANGING BIRD SCALE PLATFORM","משטח שקילה תלוי לעופות","Active",2
"","","","","","","02383413","SCALE CENTER CONTROLLER (ROTEM P-RSC-2-C-V2)","בקר שקילה מרכזי  (ROTEM P-RSC-2-C-V2)","Active",1
"02383398","SCALE CONTROLLER + ONE TURKEY SCALE HANGING PLATFORM SET (ROTEM P-RSC-2SETH30-V2)","סט בקרת שקילה +  פלטרפורמה תלויה בודדת לשקילת הודים (ROTEM P-RSC-2SETH30-V2)","Active","MST","Primary","02383412","RSC-2 TURKEY SCALE HANGING PLATFORM (ROTEM P-RBS-2TH-30M)","פלטרפורמה תלויה לשקילת הודים (ROTEM P-RBS-2TH-30M)","Active",1
"","","","","","","02383413","SCALE CENTER CONTROLLER (ROTEM P-RSC-2-C-V2)","בקר שקילה מרכזי  (ROTEM P-RSC-2-C-V2)","Active",1
"","","","Inactive","PLS","Primary","02383412","RSC-2 TURKEY SCALE HANGING PLATFORM (ROTEM P-RBS-2TH-30M)","פלטרפורמה תלויה לשקילת הודים (ROTEM P-RBS-2TH-30M)","Inactive",1
"","","","","","","02383413","SCALE CENTER CONTROLLER (ROTEM P-RSC-2-C-V2)","בקר שקילה מרכזי  (ROTEM P-RSC-2-C-V2)","Inactive",1
"02383399","RSC-2 BIRD SCALE HANGING PLATFORM (ROTEM P-RBS-2H-30M)","פלטרפורמה תלויה לשקילת עופות (ROTEM P-RBS-2H-30M)","Active","MST","Primary","02383411","HANGING BIRD SCALE PLATFORM","משטח שקילה תלוי לעופות","Active",1
"","","","","","","02383413","SCALE CENTER CONTROLLER (ROTEM P-RSC-2-C-V2)","בקר שקילה מרכזי  (ROTEM P-RSC-2-C-V2)","Active",1
"02383418","NOT ACTIVE- SCALE CONTROLLER + ONE BIRD SCALE PLATFORM  (ROTEM P-RSC-2SE-30M-V2)","NOT ACTIVE-- סט בקרת שקילה +  פלטרפורמת ריצפה בודדת לשקילת עופות   (ROTEM P-RSC-2SE-30M-V2)","Inactive","MST","Primary","02383413","SCALE CENTER CONTROLLER (ROTEM P-RSC-2-C-V2)","בקר שקילה מרכזי  (ROTEM P-RSC-2-C-V2)","Active",1
"","","","","","","02383390","RSC-2 BIRD SCALE PLATFORM (ROTEM P-RBS-2-30M)","פלטרפורמת ריצפה לשקילת עופות (ROTEM P-RBS-2-30M)","Active",1
"","","","","PLS","Primary","02383413","SCALE CENTER CONTROLLER (ROTEM P-RSC-2-C-V2)","בקר שקילה מרכזי  (ROTEM P-RSC-2-C-V2)","Inactive",1
"","","","","","","02383390","RSC-2 BIRD SCALE PLATFORM (ROTEM P-RBS-2-30M)","פלטרפורמת ריצפה לשקילת עופות (ROTEM P-RBS-2-30M)","Active",1
"02383419","NOT ACTIVE- SCALE CONTROLLER + ONE TURKEY SCALE PLATFORM SET (ROTEM P-RSC- 2SET-30M-V2)","NOT ACTIVE-- סט בקרת שקילה +  פלטרפורמת ריצפה בודדת לשקילת הודים (ROTEM P-RSC- 2SET-30M-V2)","Inactive","MST","Primary","02383413","SCALE CENTER CONTROLLER (ROTEM P-RSC-2-C-V2)","בקר שקילה מרכזי  (ROTEM P-RSC-2-C-V2)","Active",1
"","","","","","","02383391","RSC-2 TURKEY SCALE PLATFORM (ROTEM P-RBS-2T-30M)","פלטרפורמת ריצפה לשקילת הודים (ROTEM P-RBS-2T-30M)","Active",1
"","","","","PLS","Primary","02383413","SCALE CENTER CONTROLLER (ROTEM P-RSC-2-C-V2)","בקר שקילה מרכזי  (ROTEM P-RSC-2-C-V2)","Inactive",1
"","","","","","","02383391","RSC-2 TURKEY SCALE PLATFORM (ROTEM P-RBS-2T-30M)","פלטרפורמת ריצפה לשקילת הודים (ROTEM P-RBS-2T-30M)","Inactive",1
"02383420","NOT ACTIVE- SCALE CONTROLLER + ONE BIRD SCALE HANGING PLATFORM SET (ROTEM P-RSC-2SEH-30M-V2)","NOT ACTIVE-- סט בקרת שקילה +  פלטרפורמה תלויה בודדת לשקילת עופות (ROTEM P-RSC-2SEH-30M-V2)","Inactive","MST","Primary","02383413","SCALE CENTER CONTROLLER (ROTEM P-RSC-2-C-V2)","בקר שקילה מרכזי  (ROTEM P-RSC-2-C-V2)","Active",1
"","","","","","","02383399","RSC-2 BIRD SCALE HANGING PLATFORM (ROTEM P-RBS-2H-30M)","פלטרפורמה תלויה לשקילת עופות (ROTEM P-RBS-2H-30M)","Active",1
"","","","","PLS","Primary","02383413","SCALE CENTER CONTROLLER (ROTEM P-RSC-2-C-V2)","בקר שקילה מרכזי  (ROTEM P-RSC-2-C-V2)","Inactive",1
"","","","","","","02383399","RSC-2 BIRD SCALE HANGING PLATFORM (ROTEM P-RBS-2H-30M)","פלטרפורמה תלויה לשקילת עופות (ROTEM P-RBS-2H-30M)","Active",1
"02383495","CONT.PANEL8FUNC1PH254V-4VENT.GROUP.COM","מערכת בקרה8פונק254Vחד פאזי4קב.אוורור קומ","Active","MST","Primary","02383301","PLASSON ENV.CONTROL 230V (P-REC-8R-PLP-V2)","בקר לול פלסאוןP-REC-8R-PLP-V2) V230)","Active",1
"","","","","","","02383475","ELECTR PANEL8FUNC.1PH254V-4VENT.GROUPSET","ארון חשמל8פונק254V.חד פאזי4קב.אוורור","Active",1
"02383496","CONT.PANEL8FUNC3PH380V-4VENT.GROUP.COM","מערכת בקרה8פונק380Vתלתפאזי4קב.אוורור קומ","Active","MST","Primary","02383301","PLASSON ENV.CONTROL 230V (P-REC-8R-PLP-V2)","בקר לול פלסאוןP-REC-8R-PLP-V2) V230)","Active",1
"","","","","","","02383476","ELECTR PANEL8FUNC.3PH380V-4VENT.GROUPSET","ארון חשמל8פונק380V.תלתפאזי4קב.אוורור","Active",1
"02383509","FIX. SILO LOAD CELL SUPPORT","בסיס שקילה לסילו","Active","MST","Primary","02383513","SILO BASE PLATE ONE FOR LOAD CELL (3/4"" X 150 X 250MM)","פלטה אחת לחיבור מתמר שקילה לסילו","Active",1
"","","","","","","02383514","SILO BASE PLATE TWO FOR LOAD CELL (5/8"" X 150 X 150MM)","פלטה שניה לחיבור מתמר שקילה לסילו","Active",1
"","","","","","","02383515","SILO BASE PLATE THREE FOR LOAD CELL (5/8"" X 75 X 150MM)","פלטה שלישית לחיבור מתמר שקילה לסילו","Active",1
"","","","","","","02383517","SPRING WASHER 3/4"" ZINC.","SPRING WASHER 3/4"" ZINC.","Active",6
"","","","","","","02383518","BALL HALF DIA.45MM W/HOLE DIA.20MM ZINC","BALL HALF DIA.45MM W/HOLE DIA.20MM ZINC","Active",1
"","","","","","","02383519","FLAT WASHER 3/4"" ZINC.","FLAT WASHER 3/4"" ZINC.","Active",4
"","","","","","","02383557","CYLINDRICAL HEAD MACHINE SCREW W/SLOT TOTAL THREAD M8X40 ZINC.","CYLINDRICAL HEAD MACHINE SCREW W/SLOT TOTAL THREAD M8X40 ZINC.","Active",2
"","","","","","","02383558","PIN DIA.3X45MM","PIN DIA.3X45MM","Active",1
"","","","","","","02360575","ALUMINIUN LUG FOR CABLE 25MM2","ALUMINIUN LUG FOR CABLE 25MM2","Active",2
"","","","","","","02383559","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 1X15,0MM2 GREEN","FLEXIBLE ELECTRIC CABLE INSUL.450/750V 1X15,0MM2 GREEN","Active",0.25
"","","","","","","02310046","FLAT WASHER 8MM ZINC.","שייבה 8 מ'מ","Active",2
"","","","","","","02383571","HEXAGONAL HEAD SCREW PARTIAL THREAD 3/4""X3"" (8.8)","HEXAGONAL HEAD SCREW PARTIAL THREAD 3/4""X3"" (8.8)","Active",2
"","","","","","","02383572","HEXAGONAL HEAD SCREW PARTIAL THREAD 3/4""X4"" (8.8)","HEXAGONAL HEAD SCREW PARTIAL THREAD 3/4""X4"" (8.8)","Active",1
"","","","","","","02310053","NUT 8MM","אום משושה 8 מ""מ","Active",4
"","","","","","","02310054","SPRING WASHER 8MM","שייבה קפיצית  8מ""מ","Active",2
"02383511","SILO LOAD CELL+BASE PLATE (P-RSLC-10)","מתמר שקילה לסילו (P-RSLC-10)","Active","MST","Primary","02383508","SENSOR 10KLB WITHOUT BASE PLATE (P-RSLC-1)","גשש 10KLB ללא בסיס שקילה (P-RSLC-1)","Active",1
"","","","","","","02383509","FIX. SILO LOAD CELL SUPPORT","בסיס שקילה לסילו","Active",1
"02383564","WEIGHING SYSTEM FEEDTRONIC 4004-A FOR 1 SILO (4 LEGS) AGRO","ערכת שקילה לסילו FEEDTRONIC 4004-A למיכל בודד 4 רגליים אגר","Active","MST","Primary","02383566","SILO WEIGHING CONTROLLER FEEDTRONIC 4004-A AGRO","בקר שקילה לסילו FEEDTRONIC 4004-A אגר","Active",1
"","","","","","","02383567","JUNCTION BOX FOR SILO WEIGHING SYSTEM FEEDTRONIC 4004-A AGRO","קופת חיבורים לערכת שקילה לסילו FEEDTRONIC 4004-A אגר","Active",1
"","","","","","","02383568","SILO LOAD CELL LEG AGRO","מתמר שקילה לסילו (LEG) אגרו","Active",4
"","","","","PLS","Primary","02383566","SILO WEIGHING CONTROLLER FEEDTRONIC 4004-A AGRO","בקר שקילה לסילו FEEDTRONIC 4004-A אגר","Active",1
"","","","","","","02383567","JUNCTION BOX FOR SILO WEIGHING SYSTEM FEEDTRONIC 4004-A AGRO","קופת חיבורים לערכת שקילה לסילו FEEDTRONIC 4004-A אגר","Active",1
"","","","","","","02383568","SILO LOAD CELL LEG AGRO","מתמר שקילה לסילו (LEG) אגרו","Active",4
"02383565","WEIGHING SYSTEM FEEDTRONIC 4004-A FOR 2 SILOS (8 LEGS) AGRO","ערכת שקילה לסילו FEEDTRONIC 4004-A לזוג מיכלים 8 רגליים אגר","Active","MST","Primary","02383566","SILO WEIGHING CONTROLLER FEEDTRONIC 4004-A AGRO","בקר שקילה לסילו FEEDTRONIC 4004-A אגר","Active",1
"","","","","","","02383567","JUNCTION BOX FOR SILO WEIGHING SYSTEM FEEDTRONIC 4004-A AGRO","קופת חיבורים לערכת שקילה לסילו FEEDTRONIC 4004-A אגר","Active",1
"","","","","","","02383568","SILO LOAD CELL LEG AGRO","מתמר שקילה לסילו (LEG) אגרו","Active",8
"","","","","PLS","Primary","02383566","SILO WEIGHING CONTROLLER FEEDTRONIC 4004-A AGRO","בקר שקילה לסילו FEEDTRONIC 4004-A אגר","Active",1
"","","","","","","02383567","JUNCTION BOX FOR SILO WEIGHING SYSTEM FEEDTRONIC 4004-A AGRO","קופת חיבורים לערכת שקילה לסילו FEEDTRONIC 4004-A אגר","Active",1
"","","","","","","02383568","SILO LOAD CELL LEG AGRO","מתמר שקילה לסילו (LEG) אגרו","Active",8
"02383575","COMMUNICATOR REMOTE ALARM SET (HOUSE 9-16) (315MHz)","COMMUNICATOR REMOTE ALARM SET (HOUSE 9-16) (315MHz)","Active","MST","Primary","02383576","COMMUNICATOR REMOTE ALARM CONTROLLER (HOUSE 9-16)  (315MHz)","COMMUNICATOR REMOTE ALARM CONTROLLER (HOUSE 9-16)  (315MHz)","Active",1
"","","","","","","02383577","COMMUNICATOR REMOTE ALARM ANTENNA (HOUSE 9-16) (315MHz)","COMMUNICATOR REMOTE ALARM ANTENNA (HOUSE 9-16) (315MHz)","Active",1
"","","","","","","02383062","COMMUNICATOR REMOTE ALARM CABLE","COMMUNICATOR REMOTE ALARM CABLE","Active",1
"02383578","RECEIVER REMOTE ALARM SET (HOUSE 9-12) (315MHz)","RECEIVER REMOTE ALARM SET (HOUSE 9-12) (315MHz)","Active","MST","Primary","02383579","RECEIVER CONTROLLER REMOTE ALARM (HOUSE 9-12) (315MHz)","RECEIVER CONTROLLER REMOTE ALARM (HOUSE 9-12) (315MHz)","Active",1
"","","","","","","02383582","RECEIVER REMOTE ALARM ANTENNA (HOUSE 9-16) (315MHz)","RECEIVER REMOTE ALARM ANTENNA (HOUSE 9-16) (315MHz)","Active",1
"","","","","","","02383059","RECEIVER REMOTE ALARME CABLE","RECEIVER REMOTE ALARME CABLE","Active",1
"02383580","RECEIVER REMOTE ALARM SET (HOUSE 13-16) (315MHz)","RECEIVER REMOTE ALARM SET (HOUSE 13-16) (315MHz)","Active","MST","Primary","02383581","RECEIVER REMOTE ALARM CONTROLLER (HOUSE 13-16) (315MHz)","RECEIVER REMOTE ALARM CONTROLLER (HOUSE 13-16) (315MHz)","Active",1
"","","","","","","02383582","RECEIVER REMOTE ALARM ANTENNA (HOUSE 9-16) (315MHz)","RECEIVER REMOTE ALARM ANTENNA (HOUSE 9-16) (315MHz)","Active",1
"","","","","","","02383059","RECEIVER REMOTE ALARME CABLE","RECEIVER REMOTE ALARME CABLE","Active",1
"02384017","ACCESSORIES KIT FOR AP-2 BROODER","ערכת אביזרים למקרן חימום AP-2","Active","MST","Primary","02384095","THREADED METAL TEE 3/4-3/8-3/4"" FEMALE","טי מתכת ""3/4-""3/8-""3/4 נקבה","Active",1
"","","","","","","02384096","GAS VALVE 3/8"" (M/F)","ברז גז ""3/8 זכר/נקבה","Active",1
"","","","","","","02384018","HOSE NIPPLE 3/8""M X 8MM","מחבר שן לגז ""3/8 זכר - 8 מ""מ","Active",1
"","","","","","","02384081","GAS HOSE 8X15 MM (1M)","צינור גז 8x15 מ""מ (1 מטר)","Active",3
"","","","","","","02384052","CHAIN FOR GAS BROODER (AP-2)","שרשרת למקרן גז (AP-2)","Active",2
"","","","","","","02384024","S HOOK 1,8 X 30MM","1.8 X 30MM  S וו","Active",2
"","","","","","","02384023","HOSE CLAMP 8-16MM","מהדק צינור 8-16 מ""מ","Active",2
"","","","","PLS","Primary","02384095","THREADED METAL TEE 3/4-3/8-3/4"" FEMALE","טי מתכת ""3/4-""3/8-""3/4 נקבה","Active",1
"","","","","","","02384096","GAS VALVE 3/8"" (M/F)","ברז גז ""3/8 זכר/נקבה","Active",1
"","","","","","","02384018","HOSE NIPPLE 3/8""M X 8MM","מחבר שן לגז ""3/8 זכר - 8 מ""מ","Active",1
"","","","","","","02384081","GAS HOSE 8X15 MM (1M)","צינור גז 8x15 מ""מ (1 מטר)","Active",3
"","","","","","","02384052","CHAIN FOR GAS BROODER (AP-2)","שרשרת למקרן גז (AP-2)","Active",2
"","","","","","","02384024","S HOOK 1,8 X 30MM","1.8 X 30MM  S וו","Active",2
"","","","","","","02384023","HOSE CLAMP 8-16MM","מהדק צינור 8-16 מ""מ","Active",2
"02384049","NOT ACTIVE- KIT FOR GAS HEATER NGL-100","NOT ACTIVE-- ערכה למחמם גז NGL-100(אביסאן)","Inactive","MST","Primary","02384055","NOT ACTIVE- FLEX.GAS HOSE 3/4"" W/CON.(1.5M)","NOT ACTIVE-- צנור 1.5 למחמם גז(אבי סאן)","Inactive",1
"","","","","","","02384056","NOT ACTIVE- GAS PRESSURE REGULATOR FOR NG","NOT ACTIVE-- וסת לגז PR-2302 50 בר","Inactive",1
"","","","","","","02384057","NOT ACTIVE- GAS VALVE 3/4""","NOT ACTIVE-- ברז לגז 3/4","Inactive",1
"","","","","","","02384058","NOT ACTIVE- GAS FILTER 1/2"" FOR NG","NOT ACTIVE-- פילטר לגז 1/2""","Inactive",1
"","","","","","","02384059","DOUBLE NIPPLE 3/4"" FOR NG","ניפל כפול 3/4""","Active",2
"","","","","","","02384042","NOT ACTIVE- TERMOSTAT CONNECTION ABB-93150","NOT ACTIVE-- מתאם טרמוסטט לתנור אביסאן-93150","Inactive",1
"","","","","","","02310751","ELECTRIC CABLE 2X1.5MM-FLXIBLE?(PER METER?)","כבל חשמל 2X1.5MM גמיש(לפי מטר-","Active",5
"","","","","","","02384268","NOT ACTIVE- HANGING SET FOR SPACE HEATER","NOT ACTIVE-- ערכת תליה לתנור חלל","Inactive",1
"","","","","","","02384240","THERMOSTAT -CAPILLAR 220V","טרמוסטט קפילרי 220וולט","Active",1
"","","","","PLS","Primary","02384055","NOT ACTIVE- FLEX.GAS HOSE 3/4"" W/CON.(1.5M)","NOT ACTIVE-- צנור 1.5 למחמם גז(אבי סאן)","Inactive",1
"","","","","","","02384056","NOT ACTIVE- GAS PRESSURE REGULATOR FOR NG","NOT ACTIVE-- וסת לגז PR-2302 50 בר","Inactive",1
"","","","","","","02384057","NOT ACTIVE- GAS VALVE 3/4""","NOT ACTIVE-- ברז לגז 3/4","Inactive",1
"","","","","","","02384058","NOT ACTIVE- GAS FILTER 1/2"" FOR NG","NOT ACTIVE-- פילטר לגז 1/2""","Inactive",1
"","","","","","","02384059","DOUBLE NIPPLE 3/4"" FOR NG","ניפל כפול 3/4""","Active",2
"","","","","","","02384042","NOT ACTIVE- TERMOSTAT CONNECTION ABB-93150","NOT ACTIVE-- מתאם טרמוסטט לתנור אביסאן-93150","Inactive",1
"","","","","","","02310751","ELECTRIC CABLE 2X1.5MM-FLXIBLE?(PER METER?)","כבל חשמל 2X1.5MM גמיש(לפי מטר-","Inactive",5
"","","","","","","02384268","NOT ACTIVE- HANGING SET FOR SPACE HEATER","NOT ACTIVE-- ערכת תליה לתנור חלל","Inactive",1
"","","","","","","02384240","THERMOSTAT -CAPILLAR 220V","טרמוסטט קפילרי 220וולט","Active",1
"02384050","NOT ACTIVE- DIESEL HEATER NDA-100 PARTS SET","NOT ACTIVE-- ערכת חלקי מחמם דיזל NDA-100","Inactive","MST","Primary","02384043","NOT ACTIVE- OIL SUPPLY HOSE 8MM ABB-92880","NOT ACTIVE-- צנור אספקת דלק 8מ""מ אביסאן-92880","Inactive",1
"","","","","","","02384044","NOT ACTIVE- STRIP OF 6 OIL HOSE CLAMPS ABB-92870","NOT ACTIVE-- מהדקים לצנור דלק אביסאן-92870","Inactive",1
"","","","","","","02384045","NOT ACTIVE- CONNECTOR 8MM×1/4"" ABB-92890","NOT ACTIVE-- מחבר 8×1/4 לתנור דיזל אביסאן-92890","Inactive",1
"","","","","","","02384046","NOT ACTIVE- ADAPTER 3/8""×1/4"" ABB-97420","NOT ACTIVE-- מתאם 3/8×1/4 לתנור דיזל אביסאן-97420","Inactive",1
"","","","","","","02384042","NOT ACTIVE- TERMOSTAT CONNECTION ABB-93150","NOT ACTIVE-- מתאם טרמוסטט לתנור אביסאן-93150","Inactive",1
"","","","","","","02384054","NOT ACTIVE- THERMOSTAT MT-15 ABB-86030","NOT ACTIVE-- טרמוסטט MT-15 אביסאן-86030","Inactive",1
"","","","","","","02384041","NOT ACTIVE- TIGERLOOP 80KG OIL/H W/CONNEC.HOSE ABB-92910","NOT ACTIVE-- מנוע טיגרלופ 80 קג שמן לשעה עם חיבור לצינור אביסאן-92910","Inactive",1
"","","","","","","02384047","NOT ACTIVE- CONNEC. HOSE FOR TIGERLOOP 0.3M 3/8""×1/4"" ABB-92920","NOT ACTIVE-- צינור חיבור לטיגרלופ 0.3מ' ""1/4×""3/8 אביסאן-92920","Inactive",1
"","","","","PLS","Primary","02384043","NOT ACTIVE- OIL SUPPLY HOSE 8MM ABB-92880","NOT ACTIVE-- צנור אספקת דלק 8מ""מ אביסאן-92880","Inactive",1
"","","","","","","02384044","NOT ACTIVE- STRIP OF 6 OIL HOSE CLAMPS ABB-92870","NOT ACTIVE-- מהדקים לצנור דלק אביסאן-92870","Inactive",1
"","","","","","","02384045","NOT ACTIVE- CONNECTOR 8MM×1/4"" ABB-92890","NOT ACTIVE-- מחבר 8×1/4 לתנור דיזל אביסאן-92890","Inactive",1
"","","","","","","02384046","NOT ACTIVE- ADAPTER 3/8""×1/4"" ABB-97420","NOT ACTIVE-- מתאם 3/8×1/4 לתנור דיזל אביסאן-97420","Inactive",1
"","","","","","","02384042","NOT ACTIVE- TERMOSTAT CONNECTION ABB-93150","NOT ACTIVE-- מתאם טרמוסטט לתנור אביסאן-93150","Inactive",1
"","","","","","","02384054","NOT ACTIVE- THERMOSTAT MT-15 ABB-86030","NOT ACTIVE-- טרמוסטט MT-15 אביסאן-86030","Inactive",1
"","","","","","","02384041","NOT ACTIVE- TIGERLOOP 80KG OIL/H W/CONNEC.HOSE ABB-92910","NOT ACTIVE-- מנוע טיגרלופ 80 קג שמן לשעה עם חיבור לצינור אביסאן-92910","Inactive",1
"","","","","","","02384047","NOT ACTIVE- CONNEC. HOSE FOR TIGERLOOP 0.3M 3/8""×1/4"" ABB-92920","NOT ACTIVE-- צינור חיבור לטיגרלופ 0.3מ' ""1/4×""3/8 אביסאן-92920","Inactive",1
"02384051","INFRARED BROODER MIRAGE 20-1400 (ABBI-SUN 81610)","מקרן גז מירז5KW'(אביסאן)","Active","MST","Primary","02384309","INOX REFLECTOR FOR BROODER MIRAGE (ABBI-SUN 82700)","INOX REFLECTOR FOR BROODER MIRAGE (ABBI-SUN 82700)","Active",1
"","","","","","","02384310","STARWASHER FOR BROODER MIRAGE (ABBI-SUN 99540)","STARWASHER FOR BROODER MIRAGE (ABBI-SUN 99540)","Active",1
"","","","","","","02384311","SUSPENSION HOOK FOR BROODER MIRAGE (ABBI-SUN 82720)","SUSPENSION HOOK FOR BROODER MIRAGE (ABBI-SUN 82720)","Active",1
"","","","","","","02384312","FLANGE GRIP NUT M5 GALV.","FLANGE GRIP NUT M5 GALV.","Active",2
"","","","","","","02384313","THERMOCOUPLE W/TUBE FOR BROODER MIRAGE (ABBI-SUN 82240)","THERMOCOUPLE W/TUBE FOR BROODER MIRAGE (ABBI-SUN 82240)","Active",1
"","","","","","","02384314","JET HOLDER FOR BROODER MIRAGE (ABBI-SUN 82740)","JET HOLDER FOR BROODER MIRAGE (ABBI-SUN 82740)","Active",1
"","","","","","","02384315","HOSE SOCKET NPT 1/4"" FOR BROODER MIRAGE (ABBI-SUN 83010)","HOSE SOCKET NPT 1/4"" FOR BROODER MIRAGE (ABBI-SUN 83010)","Active",1
"","","","","","","02384075","INTERIOR COIL-MINI ABBISUN","סליל פנימי מיני - אביסאן","Active",1
"","","","","","","02320026","SLOTTED SCREW M5-10","בורג מחורץ 5-10","Active",3
"","","","","","","02384316","VENTURI FOR BROODER MIRAGE (ABBI-SUN 82770)","VENTURI FOR BROODER MIRAGE (ABBI-SUN 82770)","Active",1
"","","","","","","02384073","JET MIRAGE 20-1400 MBAR PROPANE 0.47MM ABBISUN","דיזה למיראז 20-1400 מיליבר פרופן 0.47 ממ אביסאן","Active",1
"","","","","","","02384317","SUSPENSION SUPPORT FOR BROODER MIRAGE (ABBI-SUN 82780)","SUSPENSION SUPPORT FOR BROODER MIRAGE (ABBI-SUN 82780)","Active",1
